#,NACE,Sector,Activity number,Activity ,Objective,SCC/DNSH,Attributes,Values
1177,J63.11,Information and communication,8.1,"Data processing, hosting and related activities",CCM/CCA,DNSH,Circular Economy,Requirement compliance of equipment
1178,J63.11,Information and communication,8.1,"Data processing, hosting and related activities",CCM/CCA,DNSH,Circular Economy,Equipment does not contain restricted substances
1179,J63.11,Information and communication,8.1,"Data processing, hosting and related activities",CCM/CCA,DNSH,Circular Economy,Waste management plan in place to ensure maximal recycling
1180,J63.11,Information and communication,8.1,"Data processing, hosting and related activities",CCM/CCA,DNSH,Circular Economy,Equipment preperation at end-of-life according to Annex VII to Directive 2012/19/EU
1181,J63.11,Information and communication,8.1,"Data processing, hosting and related activities",CCA,SCC,Climate Adaptation Generic,Generic Values
1182,J63.11,Information and communication,8.1,"Data processing, hosting and related activities",CCA,DNSH,Climate Mitigation,Demonstration of implementation best efforts as per EU Code of Conduct or CEN-CENELEC document 
1183,J63.11,Information and communication,8.1,"Data processing, hosting and related activities",CCA,DNSH,Climate Mitigation,Implementation of expected practices assigned maximum value of 5
1184,"J61, J62 and J63.11",Information and communication,8.2,Data-driven solutions for GHG emissions reductions,CCM,SCC,ICT solution usage,ICT solutions are predominantly used for data provision and GHG emission reduction analytics
1185,"J61, J62 and J63.11",Information and communication,8.2,Data-driven solutions for GHG emissions reductions,CCM,SCC,ICT Solution GHG emission savings,Substantial life-cycle GHG emission savings by ICT solution compared to best performing alternative
1186,"J61, J62 and J63.11",Information and communication,8.2,Data-driven solutions for GHG emissions reductions,CCM,SCC,GHG emission calculated regulatory recommendation,Life-cycle / net GHG emissions calculation as per Recommendation 2013/179/EU
1187,"J61, J62 and J63.11",Information and communication,8.2,Data-driven solutions for GHG emissions reductions,CCM,SCC,GHG emission calculated standard,"Life-cycle / net GHG emissions calculation as per ETSI ES 203 199, ISO 14067:2018 or ISO 14064-2:2019"
1188,"J61, J62 and J63.11",Information and communication,8.2,Data-driven solutions for GHG emissions reductions,CCM,SCC,Third party verification,Quantified life-cycle GHG emission reductions verification
1189,"J61, J62 and J63.11",Information and communication,8.2,Data-driven solutions for GHG emissions reductions,CCM,DNSH,Climate Adaptation,Appendix A
1190,"J61, J62 and J63.11",Information and communication,8.2,Data-driven solutions for GHG emissions reductions,CCM,DNSH,Circular Economy,Requirement compliance of equipment
1191,"J61, J62 and J63.11",Information and communication,8.2,Data-driven solutions for GHG emissions reductions,CCM,DNSH,Circular Economy,Equipment does not contain restricted substances
1192,"J61, J62 and J63.11",Information and communication,8.2,Data-driven solutions for GHG emissions reductions,CCM,DNSH,Circular Economy,Waste management plan in place to ensure maximal recycling
1193,"J61, J62 and J63.11",Information and communication,8.2,Data-driven solutions for GHG emissions reductions,CCM,DNSH,Circular Economy,Equipment preperation at end-of-life according to Annex VII to Directive 2012/19/EU
1194,No specific NACE,Information and communication,8.3,"Computer programming, consultancy and related activities",CCA,SCC,Climate Adaptation Generic,Generic Values
1195,No specific NACE,Information and communication,8.4,Programming and broadcasting activities,CCA,SCC,Climate Adaptation Generic,Generic Values
1196,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCM,SCC,Technology innovation,Research/ development/ provision of information for technologies/ products/ dedicated activities as per technical screening criteria in Annex  I.
1197,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCM,SCC,Economic activity enablement,Economic activity enablement to substantial contribution to CCM criteria and do no significant harm to other environmental objectives.
1198,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCM,SCC,Economic activity aim,New solution with better life-cycle GHG emissions performance than best commercially available technologies.
1199,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCM,SCC,Enabling or transitional activities,Development of equal or lower-emission technologies/ products/ solutions with new significant advantages
1200,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCM,SCC,Enabling activity research,Innovation research results enabling substantial GHG-emission reduction or feasibility improvement
1201,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCM,SCC,Transitional activity research,Enablement of target activities to operate with substantially lower projected emissions compared to technical screening criteria for substantial contribution to CCM as per Annex
1202,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCM,SCC,Target activity operations,Enablement of target activities to operate with substantially lower GHG emission (30% reduction of EU ETS benchmark) or dedication to low carbon technologies/ processes.
1203,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCM,SCC,TRL level ,Technology/ process / solution with TRL level 6 or 7
1204,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCM,SCC,Patent ,Patent not older than 10 years and provision of emission reduction potential
1205,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCM,SCC,Authority permit ,Authority permit for operating demonstration site and provision of emission reduction potential
1206,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCM,SCC,GHG emission for TRL 8+ calculated regulatory recommendation,Life-cycle GHG emissions calculation as per Recommendation 2013/179/EU
1207,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCM,SCC,GHG emission calculated standard,Life-cycle GHG emissions calculation as per ISO 14067:2018 or ISO 14064-1:2018
1208,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCM,SCC,Third party verification,Life-cycle GHG emissions for TRL 8+ verification
1209,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCM,DNSH,Climate Adaptation,Appendix A
1210,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCM/CCA,DNSH,Water,Evaluation and address of potential risks to status or ecological potential of bodies of water
1211,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCM/CCA,DNSH,Circular Economy,Evaluation and address of potential risks to circular economy considering potential significant harm
1212,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCM/CCA,DNSH,Pollution prevention,"Evaluation and address of potential risks of emission increase in air, water or land"
1213,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCM/CCA,DNSH,Biodiversity,Evaluation and address of potential risks to the condition/resilience of ecosystem or to habitats and species conservation status.
1214,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCA,SCC,Economic activity to increase climate-resilience,Enablement of economic activities in Annex to substantially contribute to CCA criteria to increase climate-resilience and do no significant harm to other environmental objectives.
1215,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCA,SCC,Activity improvements,Activity focus on technologies/ products/ solutions with new significant advantages.
1216,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCA,SCC,Removal of adaptation barriers,Activity removal of adaptation barriers through new or improved solutions/ technologies/ products/ processes/ business models.
1217,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCA,SCC,Risk reduction potential of material impacts,Demonstration of risk reduction potential in at least an operational environment at pre-commercial scale 
1218,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCA,SCC,Risk reduction patent ,Risk reduction potential substantiated through patent not older than 10 years
1219,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCA,SCC,Risk reduction intellectual property rights,Risk reduction potential substantiated through intellectual property rights
1220,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCA,SCC,Risk reduction authority permit ,Risk reduction potential substantiated through authority permit for operating demonstration site 
1221,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCA,SCC,Economic activity benchmark method,Intergovernmental Panel on Climate Change defined best available science/ methodologies/ projections/ impact assessment used as benchmark.
1222,"M71.1.2, M72.1","Professional, scientific and technical activities",9.1,"Close to market research, development and innovation",CCA,DNSH,Climate Mitigation,"The activity is not undertaken for fossil fuel extraction, transport or use."
1223,"M71.1.2, M72.1","Professional, scientific and technical activities",9.2,"Research, development and innovation for direct air capture of CO2",CCM,SCC,Direct CO2 air capture activity,Activity dedicated to the direct air capture of CO2 in the atmosphere
1224,"M71.1.2, M72.1","Professional, scientific and technical activities",9.2,"Research, development and innovation for direct air capture of CO2",CCM,SCC,Net emission reduction potential,Implementation of solution has potential to result in net GHG emission reduction
1225,"M71.1.2, M72.1","Professional, scientific and technical activities",9.2,"Research, development and innovation for direct air capture of CO2",CCM,SCC,GHG emission evaluation,Simplified evaluation of life-cycle GHG emissions for TRL Level 1-7 by research entity
1226,"M71.1.2, M72.1","Professional, scientific and technical activities",9.2,"Research, development and innovation for direct air capture of CO2",CCM,SCC,Patent ,Patent not older than 10 years and provision of emission reduction potential
1227,"M71.1.2, M72.1","Professional, scientific and technical activities",9.2,"Research, development and innovation for direct air capture of CO2",CCM,SCC,Authority permit ,Authority permit for operating demonstration site and provision of emission reduction potential
1228,"M71.1.2, M72.1","Professional, scientific and technical activities",9.2,"Research, development and innovation for direct air capture of CO2",CCM,SCC,GHG emission for TRL 8+ calculated regulatory recommendation,Life-cycle GHG emissions calculation as per Recommendation 2013/179/EU
1229,"M71.1.2, M72.1","Professional, scientific and technical activities",9.2,"Research, development and innovation for direct air capture of CO2",CCM,SCC,GHG emission calculated standard,Life-cycle GHG emissions calculation as per ISO 14067:2018 or ISO 14064-1:2018
1230,"M71.1.2, M72.1","Professional, scientific and technical activities",9.2,"Research, development and innovation for direct air capture of CO2",CCM,SCC,Third party verification,Life-cycle GHG emissions for TRL 8+ verification
1231,"M71.1.2, M72.1","Professional, scientific and technical activities",9.2,"Research, development and innovation for direct air capture of CO2",CCM,DNSH,Climate Adaptation,Appendix A
1232,"M71.1.2, M72.1","Professional, scientific and technical activities",9.2,"Research, development and innovation for direct air capture of CO2",CCM,DNSH,Water,Evaluation and address of potential risks to status or ecological potential of bodies of water
1233,"M71.1.2, M72.1","Professional, scientific and technical activities",9.2,"Research, development and innovation for direct air capture of CO2",CCM,DNSH,Circular Economy,Evaluation and address of potential risks to circular economy considering potential significant harm
